DisorderID,OrphaCode,ExpertLink,DisorderName,DisorderType,DisorderGroup,AgeOfOnsetIDs,AgeOfOnsetNames,InheritanceTypeIDs,InheritanceTypeNames
21585,317476,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=317476,XMEN,Disease,Disorder,23536|23543|23529,Adolescent|Adult|Childhood,23431,X-linked recessive
21549,315311,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=315311,"Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form",Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
21548,315306,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=315306,"Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form",Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
21547,314993,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314993,Cataract-congenital heart disease-neural tube defect syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,,
21546,314978,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314978,X-linked non progressive cerebellar ataxia,Disease,Disorder,23522|23515,Infancy|Neonatal,23431,X-linked recessive
21545,314970,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314970,Lymphocytic hypereosinophilic syndrome,Clinical subtype,Subtype of disorder,23557,All ages,,
21544,314962,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314962,Secondary hypereosinophilic syndrome,Disease,Disorder,23557,All ages,,
21543,314950,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314950,Primary hypereosinophilic syndrome,Disease,Disorder,23557,All ages,,
21538,314918,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314918,Mild Canavan disease,Clinical subtype,Subtype of disorder,23529,Childhood,23417,Autosomal recessive
21537,314911,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314911,Severe Canavan disease,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
21562,316235,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=316235,Autosomal dominant spastic ataxia,Category,Group of disorders,,,23410,Autosomal dominant
21563,316240,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=316240,Autosomal recessive spastic ataxia,Category,Group of disorders,,,23417,Autosomal recessive
21517,314701,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314701,Primary systemic amyloidosis,Clinical subtype,Subtype of disorder,,,23494,Not applicable
21518,314709,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314709,Primary localized amyloidosis,Clinical subtype,Subtype of disorder,,,23494,Not applicable
21513,314679,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314679,Cerebrofacioarticular syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
21512,314667,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314667,TMEM165-CDG,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
21515,314689,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314689,Combined immunodeficiency due to STK4 deficiency,Disease,Disorder,23529,Childhood,23417,Autosomal recessive
21514,314684,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314684,Primary bone lymphoma,Disease,Disorder,23557,All ages,,
21509,314652,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314652,Variant ABeta2M amyloidosis,Disease,Disorder,23543,Adult,23410,Autosomal dominant
21508,314647,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314647,Non-progressive cerebellar ataxia with intellectual disability,Disease,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
21511,314662,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314662,Segmental progressive overgrowth syndrome with fibroadipose hyperplasia,Disease,Disorder,23508|23515,Antenatal|Neonatal,23494,Not applicable
21510,314655,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314655,Severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion,Etiological subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23480,Unknown
21504,314621,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314621,Duplication of the pituitary gland,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,23494,Not applicable
21507,314637,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314637,Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency,Disease,Disorder,23522|23515,Infancy|Neonatal,23480,Unknown
21506,314632,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314632,CLN12 disease,Disease,Disorder,23529,Childhood,23417,Autosomal recessive
21532,314802,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314802,Short stature due to partial GHR deficiency,Disease,Disorder,23529,Childhood,23480,Unknown
21533,314811,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314811,Short stature due to GHSR deficiency,Disease,Disorder,23522|23515,Infancy|Neonatal,23410|23417,Autosomal dominant|Autosomal recessive
21535,314889,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314889,Autosomal dominant proximal renal tubular acidosis,Clinical subtype,Subtype of disorder,23529,Childhood,23410,Autosomal dominant
21528,314777,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314777,Familial isolated pituitary adenoma,Disease,Disorder,23536|23543|23529|23550|23522,Adolescent|Adult|Childhood|Elderly|Infancy,23410,Autosomal dominant
21529,314786,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314786,Silent pituitary adenoma,Histopathological subtype,Subtype of disorder,,,23494,Not applicable
21530,314790,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314790,Null pituitary adenoma,Histopathological subtype,Subtype of disorder,,,23494,Not applicable
21531,314795,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314795,SHOX-related short stature,Disease,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
21527,314769,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314769,Somatomammotropinoma,Disease,Disorder,23536|23543,Adolescent|Adult,,
21520,314718,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314718,Lethal arteriopathy syndrome due to fibulin-4 deficiency,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
21521,314721,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314721,Atypical dentin dysplasia due to SMOC2 deficiency,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22486,370127,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370127,Medich giant platelet syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,,
22484,370109,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370109,Ataxia-telangiectasia variant,Disease,Disorder,,,23417,Autosomal recessive
22482,370103,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370103,"Primary dystonia, DYT17 type",Disease,Disorder,23536|23543,Adolescent|Adult,23417,Autosomal recessive
22481,370097,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370097,Oculocutaneous albinism type 6,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22480,370091,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370091,Oculocutaneous albinism type 5,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22495,370396,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370396,Small cell carcinoma of the ovary,Disease,Disorder,23536|23543|23529|23522,Adolescent|Adult|Childhood|Infancy,23494,Not applicable
22491,370348,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370348,Peripheral primitive neuroectodermal tumor,Disease,Disorder,23536|23543|23529,Adolescent|Adult|Childhood,23494,Not applicable
22490,370334,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370334,Extraskeletal Ewing sarcoma,Disease,Disorder,23536|23543|23529,Adolescent|Adult|Childhood,23494,Not applicable
22488,370131,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370131,White platelet syndrome,Disease,Disorder,23564,No data available,23410,Autosomal dominant
22471,370046,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370046,Didymosis aplasticosebacea,Disease,Disorder,23522|23515,Infancy|Neonatal,23494,Not applicable
22468,370034,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370034,Familial syringomyelia,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23410|23417,Autosomal dominant|Autosomal recessive
22469,370039,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370039,Angora hair nevus,Disease,Disorder,23522|23515,Infancy|Neonatal,23494|23480,Not applicable|Unknown
22466,370022,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370022,Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22467,370026,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370026,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,Disease,Disorder,23557,All ages,23494,Not applicable
22464,370015,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370015,"Spondyloepimetaphyseal dysplasia, Isidor-Toutain type",Disease,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
22479,370088,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370088,Acute infantile liver failure-multisystemic involvement syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22476,370076,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370076,Fetal carbamazepine syndrome,Malformation syndrome,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23494,Not applicable
22477,370079,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370079,Proximal 16p11.2 microduplication syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,,
22472,370052,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370052,SCALP syndrome,Disease,Disorder,23515,Neonatal,23494,Not applicable
22513,371007,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=371007,Congenital muscular dystrophy with hyperlaxity,Disease,Disorder,23515,Neonatal,,
22512,370997,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370997,Muscle-eye-brain disease with bilateral multicystic leucodystrophy,Disease,Disorder,23522,Infancy,23417,Autosomal recessive
22500,370921,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370921,STT3A-CDG,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22501,370924,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370924,STT3B-CDG,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22502,370927,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370927,SSR4-CDG,Disease,Disorder,23522|23515,Infancy|Neonatal,23431,X-linked recessive
22503,370930,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370930,XYLT1-CDG,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22509,370959,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370959,Congenital muscular dystrophy with cerebellar involvement,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22510,370968,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370968,Congenital muscular dystrophy with intellectual disability,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22511,370980,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370980,Congenital muscular dystrophy without intellectual disability,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22504,370933,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370933,GM3 synthase deficiency,Disease,Disorder,,,23417,Autosomal recessive
22507,370943,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370943,Autism spectrum disorder-epilepsy-arthrogryposis syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22449,369929,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369929,Primary hyperaldosteronism-seizures-neurological abnormalities syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23494,Not applicable
22448,369920,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369920,Pontocerebellar hypoplasia type 9,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22451,369942,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369942,CADDS,Disease,Disorder,23522|23515,Infancy|Neonatal,23431,X-linked recessive
22450,369939,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369939,Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22453,369955,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369955,"Methylmalonic acidemia with homocystinuria, type cblJ",Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22452,369950,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369950,Intellectual disability-seizures-macrocephaly-obesity syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23494|23480,Not applicable|Unknown
22455,369970,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369970,Microcornea-myopic chorioretinal atrophy-telecanthus syndrome,Disease,Disorder,23529,Childhood,23417,Autosomal recessive
22454,369962,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369962,"Methylmalonic acidemia with homocystinuria, type cblX",Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23431,X-linked recessive
22456,369979,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369979,Finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,,
22459,369992,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369992,Severe dermatitis-multiple allergies-metabolic wasting syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22461,370002,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370002,Focal palmoplantar keratoderma with joint keratoses,Disease,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
22460,369999,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369999,Diffuse palmoplantar keratoderma with painful fissures,Disease,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
22463,370010,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370010,Intellectual disability-facial dysmorphism-hand anomalies syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22433,369837,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369837,Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22434,369840,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369840,TRAPPC11-related limb-girdle muscular dystrophy R18,Disease,Disorder,23529|23522,Childhood|Infancy,23417,Autosomal recessive
22435,369847,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369847,Intellectual disability-hyperkinetic movement-truncal ataxia syndrome,Disease,Disorder,23529,Childhood,23417,Autosomal recessive
22437,369852,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369852,Congenital neutropenia-myelofibrosis-nephromegaly syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22438,369861,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369861,Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22439,369867,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369867,Autosomal recessive intermediate Charcot-Marie-Tooth disease type C,Disease,Disorder,23543|23557|23529,Adult|All ages|Childhood,23417,Autosomal recessive
22440,369873,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369873,Obesity due to SIM1 deficiency,Etiological subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22441,369881,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369881,2p21 microdeletion syndrome without cystinuria,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22442,369886,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369886,Homozygous 2p21 microdeletion syndrome,Clinical group,Group of disorders,,,23494,Not applicable
22443,369891,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369891,Developmental delay-facial dysmorphism syndrome due to MED13L deficiency,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
22445,369897,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369897,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies",Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22447,369913,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369913,Combined oxidative phosphorylation defect type 17,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
22366,364063,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=364063,Infantile epileptic-dyskinetic encephalopathy,Disease,Disorder,23522|23515,Infancy|Neonatal,23431,X-linked recessive
22365,364055,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=364055,Severe early-childhood-onset retinal dystrophy,Disease,Disorder,23529|23522,Childhood|Infancy,23417,Autosomal recessive
22362,364039,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=364039,Hydroa vacciniforme-like lymphoma,Disease,Disorder,23543|23529,Adult|Childhood,23494,Not applicable
